node_id,neighbors_with_weights
857,"[(856, 220.22152757628106), (858, 215.02422919677016)]"
858,"[(857, 215.02422919677016), (859, 210.14641336511838)]"
859,"[(858, 210.14641336511838), (860, 205.61084015987882)]"
860,"[(113, 201.4406461943064), (859, 205.61084015987882)]"
861,"[(113, 263.56578901762174), (862, 270.08229976735214)]"
862,"[(861, 270.08229976735214), (863, 277.9728788802046)]"
863,"[(862, 277.9728788802046), (864, 287.1241749505562)]"
864,"[(863, 287.1241749505562), (865, 297.4197573128374)]"
865,"[(44, 308.7451013747537), (864, 297.4197573128374)]"
866,"[(44, 197.1844854608603), (867, 194.80989558542882)]"
867,"[(866, 194.80989558542882), (868, 192.61831558117495)]"
868,"[(867, 192.61831558117495), (869, 190.61609961912382)]"
869,"[(868, 190.61609961912382), (870, 188.80931278489098)]"
870,"[(119, 187.20365331328784), (869, 188.80931278489098)]"
871,"[(119, 413.32702154110666), (872, 422.65174539732044)]"
872,"[(871, 422.65174539732044), (873, 432.82432083279446)]"
873,"[(872, 432.82432083279446), (874, 443.7864845924018)]"
874,"[(873, 443.7864845924018), (875, 455.48128180697597)]"
875,"[(208, 467.8538400455525), (874, 455.48128180697597)]"
876,"[(208, 885.3355766192592), (877, 880.386750988796)]"
877,"[(876, 880.386750988796), (878, 876.2202727507431)]"
878,"[(877, 876.2202727507431), (879, 872.8482946245673)]"
879,"[(878, 872.8482946245673), (880, 870.28099317165)]"
880,"[(87, 868.5264368504039), (879, 870.28099317165)]"
881,"[(87, 295.556757020401), (882, 300.34903582546974)]"
882,"[(881, 300.34903582546974), (883, 305.56370875188867)]"
883,"[(882, 305.56370875188867), (884, 311.1796071581565)]"
884,"[(883, 311.1796071581565), (885, 317.1754898968656)]"
885,"[(117, 323.5303060474205), (884, 317.1754898968656)]"
886,"[(117, 388.5399067950673), (887, 374.4097094927284)]"
887,"[(886, 374.4097094927284), (888, 362.10396043046387)]"
888,"[(887, 362.10396043046387), (889, 351.81399568184275)]"
889,"[(888, 351.81399568184275), (890, 343.72072868862284)]"
890,"[(90, 337.9818175948912), (889, 343.72072868862284)]"
891,"[(90, 262.44894391841245), (892, 259.1771275470143)]"
892,"[(891, 259.1771275470143), (893, 258.18532118772816)]"
893,"[(892, 258.18532118772816), (894, 259.4996481424876)]"
894,"[(893, 259.4996481424876), (895, 263.085527437621)]"
895,"[(197, 268.852062657086), (894, 263.085527437621)]"
896,"[(197, 505.94080295249165), (897, 504.90073393450723)]"
897,"[(896, 504.90073393450723), (898, 508.2539654691992)]"
898,"[(897, 508.2539654691992), (899, 515.9150699010344)]"
899,"[(898, 515.9150699010344), (900, 527.696676037173)]"
900,"[(150, 543.331013838087), (899, 527.696676037173)]"
901,"[(150, 551.6111302140297), (902, 534.5884786034969)]"
902,"[(901, 534.5884786034969), (903, 521.2610691299035)]"
903,"[(902, 521.2610691299035), (904, 511.91786059694874)]"
904,"[(903, 511.91786059694874), (905, 506.77954089211687)]"
905,"[(68, 505.97451414311564), (904, 506.77954089211687)]"
906,"[(68, 180.06157246925855), (907, 180.54040211841718)]"
907,"[(906, 180.54040211841718), (908, 182.5484835374148)]"
908,"[(907, 182.5484835374148), (909, 186.03633925212313)]"
909,"[(908, 186.03633925212313), (910, 190.9229218265816)]"
910,"[(198, 197.10426045242755), (909, 190.9229218265816)]"
911,"[(198, 283.1838804283638), (912, 274.02181585788145)]"
912,"[(911, 274.02181585788145), (913, 266.65390768040317)]"
913,"[(912, 266.65390768040317), (914, 261.23208705261374)]"
914,"[(913, 261.23208705261374), (915, 257.8792108688224)]"
915,"[(10, 256.676452074252), (914, 257.8792108688224)]"
916,"[(10, 173.25948995908126), (917, 175.39275809376124)]"
917,"[(916, 175.39275809376124), (918, 178.85087425537938)]"
918,"[(917, 178.85087425537938), (919, 183.5590196171702)]"
919,"[(918, 183.5590196171702), (920, 189.4240491477465)]"
920,"[(165, 196.34235476701784), (919, 189.4240491477465)]"
921,"[(165, 397.36660534630056), (922, 389.02002290188676)]"
922,"[(921, 389.02002290188676), (923, 383.91989066201705)]"
923,"[(922, 383.91989066201705), (924, 382.19623504440494)]"
924,"[(923, 382.19623504440494), (925, 383.89457880685393)]"
925,"[(93, 388.9701399656813), (924, 383.89457880685393)]"
926,"[(93, 337.5497515427572), (927, 346.5330811302725)]"
927,"[(926, 346.5330811302725), (928, 356.86032312123507)]"
928,"[(927, 356.86032312123507), (929, 368.41858106895876)]"
929,"[(928, 368.41858106895876), (930, 381.0959514407038)]"
930,"[(17, 394.78471048081815), (929, 381.0959514407038)]"
931,"[(17, 316.169127702982), (932, 304.5416381351428)]"
932,"[(931, 304.5416381351428), (933, 294.30911128791234)]"
933,"[(932, 294.30911128791234), (934, 285.6216175165456)]"
934,"[(933, 285.6216175165456), (935, 278.62383014610646)]"
935,"[(259, 273.445625479248), (934, 278.62383014610646)]"
936,"[(259, 180.87414991487984), (937, 179.59692657181785)]"
937,"[(936, 179.59692657181785), (938, 179.90918713030143)]"
938,"[(937, 179.90918713030143), (939, 181.80276201572724)]"
939,"[(938, 181.80276201572724), (940, 185.2291806874639)]"
940,"[(195, 190.10559750586393), (939, 185.2291806874639)]"
941,"[(195, 348.504482889433), (942, 337.61970684168324)]"
942,"[(941, 337.61970684168324), (943, 329.0475044753619)]"
943,"[(942, 329.0475044753619), (944, 322.97217628302457)]"
944,"[(943, 322.97217628302457), (945, 319.53628592786146)]"
945,"[(154, 318.82529380107724), (944, 319.53628592786146)]"
946,"[(154, 332.49925402990914), (947, 325.9358776927528)]"
947,"[(946, 325.9358776927528), (948, 322.1259447115327)]"
948,"[(947, 322.1259447115327), (949, 321.16744165974063)]"
949,"[(948, 321.16744165974063), (950, 323.08572904200264)]"
950,"[(62, 327.8302920586861), (949, 323.08572904200264)]"
951,"[(62, 248.02475247332225), (952, 238.876403947853)]"
952,"[(951, 238.876403947853), (953, 230.78986200096608)]"
953,"[(952, 230.78986200096608), (954, 223.88027735398734)]"
954,"[(953, 223.88027735398734), (955, 218.25952678710192)]"
955,"[(155, 214.02924878048725), (954, 218.25952678710192)]"
956,"[(155, 272.6135679841186), (957, 271.65589107414087)]"
957,"[(956, 271.65589107414087), (958, 270.93958767305764)]"
958,"[(957, 270.93958767305764), (959, 270.46648408474255)]"
959,"[(958, 270.46648408474255), (960, 270.23776654340594)]"
960,"[(258, 270.2539649324749), (959, 270.23776654340594)]"
961,"[(13, 334.0574411584128), (962, 339.67573468887423)]"
962,"[(961, 339.67573468887423), (963, 345.79283184893586)]"
963,"[(962, 345.79283184893586), (964, 352.38267816144486)]"
964,"[(963, 352.38267816144486), (965, 359.4191862842967)]"
965,"[(179, 366.8765658494368), (964, 359.4191862842967)]"
966,"[(179, 457.04190059102336), (967, 441.563447545107)]"
967,"[(966, 441.563447545107), (968, 428.7419912651515)]"
968,"[(967, 428.7419912651515), (969, 418.821836833996)]"
969,"[(968, 418.821836833996), (970, 412.0128307535608)]"
970,"[(182, 408.4708215240324), (969, 412.0128307535608)]"
971,"[(182, 224.55057706314702), (972, 227.17788537005748)]"
972,"[(971, 227.17788537005748), (973, 231.52614354920618)]"
973,"[(972, 231.52614354920618), (974, 237.50091884874575)]"
974,"[(973, 237.50091884874575), (975, 244.98330273636023)]"
975,"[(134, 253.84007499662115), (974, 244.98330273636023)]"
976,"[(134, 238.39126236690547), (977, 229.75311028343114)]"
977,"[(976, 229.75311028343114), (978, 221.88219475244412)]"
978,"[(977, 221.88219475244412), (979, 214.86289433644944)]"
979,"[(978, 214.86289433644944), (980, 208.78117206185786)]"
980,"[(28, 203.72107021664172), (979, 208.78117206185786)]"
981,"[(28, 219.53994498482422), (982, 217.8715187815195)]"
982,"[(981, 217.8715187815195), (983, 218.11889657456993)]"
983,"[(982, 218.11889657456993), (984, 220.2756522151505)]"
984,"[(983, 220.2756522151505), (985, 224.28673791370147)]"
985,"[(203, 230.05520820979928), (984, 224.28673791370147)]"
986,"[(203, 360.15092098219293), (987, 346.96429572107854)]"
987,"[(986, 346.96429572107854), (988, 335.350956482868)]"
988,"[(987, 335.350956482868), (989, 325.4794904552529)]"
989,"[(988, 325.4794904552529), (990, 317.5125498105216)]"
990,"[(49, 311.5964102256468), (989, 317.5125498105216)]"
991,"[(49, 363.57502297320076), (992, 369.7638681912153)]"
992,"[(991, 369.7638681912153), (993, 378.4697197078361)]"
993,"[(992, 378.4697197078361), (994, 389.524047137133)]"
994,"[(993, 389.524047137133), (995, 402.73369618111906)]"
995,"[(138, 417.89449722854084), (994, 402.73369618111906)]"
996,"[(138, 551.5134799677388), (997, 531.5771602303971)]"
997,"[(996, 531.5771602303971), (998, 513.3640763411294)]"
998,"[(997, 513.3640763411294), (999, 497.06392155674547)]"
999,"[(998, 497.06392155674547), (1000, 482.87071860863074)]"
1000,"[(114, 470.9752799400716), (999, 482.87071860863074)]"
1001,"[(114, 205.54447146282138), (1002, 210.60794698118158)]"
1002,"[(1001, 210.60794698118158), (1003, 216.72299872492817)]"
1003,"[(1002, 216.72299872492817), (1004, 223.8034990463653)]"
1004,"[(1003, 223.8034990463653), (1005, 231.76102680912217)]"
1005,"[(181, 240.50858767102437), (1004, 231.76102680912217)]"
1006,"[(181, 279.6443175610076), (1007, 269.4989663021992)]"
1007,"[(1006, 269.4989663021992), (1008, 260.2466370333781)]"
1008,"[(1007, 260.2466370333781), (1009, 251.9857796018767)]"
1009,"[(1008, 251.9857796018767), (1010, 244.81684929778552)]"
1010,"[(101, 238.83826811135407), (1009, 244.81684929778552)]"
1011,"[(101, 416.73142880929345), (1012, 403.9079375826249)]"
1012,"[(1011, 403.9079375826249), (1013, 391.86229562497977)]"
1013,"[(1012, 391.86229562497977), (1014, 380.6683629646549)]"
1014,"[(1013, 380.6683629646549), (1015, 370.40339173460416)]"
1015,"[(112, 361.14664375366846), (1014, 370.40339173460416)]"
1016,"[(112, 336.69456914404674), (1017, 324.434457349208)]"
1017,"[(1016, 324.434457349208), (1018, 313.26919406989595)]"
1018,"[(1017, 313.26919406989595), (1019, 303.31979980853936)]"
1019,"[(1018, 303.31979980853936), (1020, 294.70954580814384)]"
1020,"[(151, 287.5588622184293), (1019, 294.70954580814384)]"
1021,"[(151, 304.04979747410135), (1022, 311.99031208520245)]"
1022,"[(1021, 311.99031208520245), (1023, 321.27751333251143)]"
1023,"[(1022, 321.27751333251143), (1024, 331.7984348583217)]"
1024,"[(1023, 331.7984348583217), (1025, 343.43979973986035)]"
1025,"[(52, 356.0918103434235), (1024, 343.43979973986035)]"
1026,"[(163, 197.86622485149877), (1027, 195.35580663179107)]"
1027,"[(1026, 195.35580663179107), (1028, 193.03064236168797)]"
1028,"[(1027, 193.03064236168797), (1029, 190.89754260859422)]"
1029,"[(1028, 190.89754260859422), (1030, 188.96305193415944)]"
1030,"[(211, 187.23336548525947), (1029, 188.96305193415944)]"
1031,"[(211, 448.0088417214339), (1032, 445.32208307039906)]"
1032,"[(1031, 445.32208307039906), (1033, 443.0303348540562)]"
1033,"[(1032, 443.0303348540562), (1034, 441.13999522187873)]"
1034,"[(1033, 441.13999522187873), (1035, 439.6564814753621)]"
1035,"[(227, 438.58415905812046), (1034, 439.6564814753621)]"
1036,"[(227, 155.70094564709441), (1037, 156.11777023879938)]"
1037,"[(1036, 156.11777023879938), (1038, 156.6808852947847)]"
1038,"[(1037, 156.6808852947847), (1039, 157.38875012692372)]"
1039,"[(1038, 157.38875012692372), (1040, 158.23945195255416)]"
1040,"[(204, 159.2307314224684), (1039, 158.23945195255416)]"
1041,"[(204, 327.1687063968823), (1042, 332.63568286319116)]"
1042,"[(1041, 332.63568286319116), (1043, 340.4145711686966)]"
1043,"[(1042, 340.4145711686966), (1044, 350.35124893223707)]"
1044,"[(1043, 350.35124893223707), (1045, 362.26805131037867)]"
1045,"[(257, 375.9766033085052), (1044, 362.26805131037867)]"
1046,"[(257, 453.4357227900286), (1047, 436.8421524678181)]"
1047,"[(1046, 436.8421524678181), (1048, 421.76777705200584)]"
1048,"[(1047, 421.76777705200584), (1049, 408.38069054849876)]"
1049,"[(1048, 408.38069054849876), (1050, 396.8514907856058)]"
1050,"[(143, 387.345899676884), (1049, 396.8514907856058)]"
1051,"[(143, 372.0088464488213), (1052, 381.8447732595746)]"
1052,"[(1051, 381.8447732595746), (1053, 393.27933128359894)]"
1053,"[(1052, 393.27933128359894), (1054, 406.1773907649656)]"
1054,"[(1053, 406.1773907649656), (1055, 420.40414998857807)]"
1055,"[(166, 435.82940540072474), (1054, 420.40414998857807)]"
1056,"[(166, 313.89573421646526), (1057, 304.93224006282435)]"
1057,"[(1056, 304.93224006282435), (1058, 298.2159409517939)]"
1058,"[(1057, 298.2159409517939), (1059, 293.90086405560294)]"
1059,"[(1058, 293.90086405560294), (1060, 292.0933728677571)]"
1060,"[(18, 292.839827600963), (1059, 292.0933728677571)]"
1061,"[(18, 207.09093120366833), (1062, 212.52429478082075)]"
1062,"[(1061, 212.52429478082075), (1063, 218.87241603607748)]"
1063,"[(1062, 218.87241603607748), (1064, 226.0581987985002)]"
1064,"[(1063, 226.0581987985002), (1065, 234.00444774741186)]"
1065,"[(230, 242.63642519595751), (1064, 234.00444774741186)]"
1066,"[(230, 217.59496143303167), (1067, 210.48821042321393)]"
1067,"[(1066, 210.48821042321393), (1068, 204.74109850520634)]"
1068,"[(1067, 204.74109850520634), (1069, 200.47054809259785)]"
1069,"[(1068, 200.47054809259785), (1070, 197.7721854332847)]"
1070,"[(16, 196.71067054999025), (1069, 197.7721854332847)]"
1071,"[(16, 323.0458236551369), (1072, 313.81812794458244)]"
1072,"[(1071, 313.81812794458244), (1073, 306.90528644680404)]"
1073,"[(1072, 306.90528644680404), (1074, 302.4661360553574)]"
1074,"[(1073, 302.4661360553574), (1075, 300.610364046666)]"
1075,"[(178, 301.3857757179871), (1074, 300.610364046666)]"
1076,"[(178, 221.00720870158918), (1077, 213.47795798072872)]"
1077,"[(1076, 213.47795798072872), (1078, 207.2349607815748)]"
1078,"[(1077, 207.2349607815748), (1079, 202.39722551900795)]"
1079,"[(1078, 202.39722551900795), (1080, 199.06717724868227)]"
1080,"[(88, 197.32110782358282), (1079, 199.06717724868227)]"
1081,"[(88, 116.34220976440353), (1082, 119.45282914767817)]"
1082,"[(1081, 119.45282914767817), (1083, 122.99105890859792)]"
1083,"[(1082, 122.99105890859792), (1084, 126.9211318849797)]"
1084,"[(1083, 126.9211318849797), (1085, 131.207833577025)]"
1085,"[(72, 135.8173932160712), (1084, 131.207833577025)]"
1086,"[(72, 371.0066849209796), (1087, 358.92711666371224)]"
1087,"[(1086, 358.92711666371224), (1088, 347.63633587344043)]"
1088,"[(1087, 347.63633587344043), (1089, 337.213548719025)]"
1089,"[(1088, 337.213548719025), (1090, 327.7415298631762)]"
1090,"[(213, 319.3048428232338), (1089, 327.7415298631762)]"
1091,"[(213, 195.5894580575624), (1092, 200.70713126288499)]"
1092,"[(1091, 200.70713126288499), (1093, 206.69015532164696)]"
1093,"[(1092, 206.69015532164696), (1094, 213.465740023671)]"
1094,"[(1093, 213.465740023671), (1095, 220.96095235933157)]"
1095,"[(172, 229.1051443567281), (1094, 220.96095235933157)]"
1096,"[(172, 272.81739562301203), (1097, 263.035687506345)]"
1097,"[(1096, 263.035687506345), (1098, 254.62647507244205)]"
1098,"[(1097, 254.62647507244205), (1099, 247.7294854825541)]"
1099,"[(1098, 247.7294854825541), (1100, 242.47370943582825)]"
1100,"[(42, 238.96737013187516), (1099, 242.47370943582825)]"
1101,"[(42, 527.0303639340794), (1102, 536.7392149776864)]"
1102,"[(1101, 536.7392149776864), (1103, 549.9931333548345)]"
1103,"[(1102, 549.9931333548345), (1104, 566.5429532219365)]"
1104,"[(1103, 566.5429532219365), (1105, 586.1091593144348)]"
1105,"[(216, 608.4004455174339), (1104, 586.1091593144348)]"
1106,"[(216, 378.71653636926914), (1107, 369.0294734353823)]"
1107,"[(1106, 369.0294734353823), (1108, 362.2188801497255)]"
1108,"[(1107, 362.2188801497255), (1109, 358.44867395933534)]"
1109,"[(1108, 358.44867395933534), (1110, 357.81489376400333)]"
1110,"[(89, 360.3340080231163), (1109, 357.81489376400333)]"
1111,"[(89, 391.11306062381067), (1112, 376.7016308223219)]"
1112,"[(1111, 376.7016308223219), (1113, 363.8938769150033)]"
1113,"[(1112, 363.8938769150033), (1114, 352.86462041983606)]"
1114,"[(1113, 352.86462041983606), (1115, 343.7852440059826)]"
1115,"[(188, 336.81365169924476), (1114, 343.7852440059826)]"
1116,"[(188, 271.34321181480414), (1117, 265.24555943342017)]"
1117,"[(1116, 265.24555943342017), (1118, 261.314886124994)]"
1118,"[(1117, 261.314886124994), (1119, 259.6495980681538)]"
1119,"[(1118, 259.6495980681538), (1120, 260.29315275053716)]"
1120,"[(47, 263.22859035370396), (1119, 260.29315275053716)]"
1121,"[(47, 419.6016866945431), (1122, 428.37265110574566)]"
1122,"[(1121, 428.37265110574566), (1123, 439.7506076534765)]"
1123,"[(1122, 439.7506076534765), (1124, 453.5391357525774)]"
1124,"[(1123, 453.5391357525774), (1125, 469.5256737832862)]"
1125,"[(97, 487.49381413469445), (1124, 469.5256737832862)]"
1126,"[(97, 302.7200897826524), (1127, 299.62020237514383)]"
1127,"[(1126, 299.62020237514383), (1128, 296.79679223494134)]"
1128,"[(1127, 296.79679223494134), (1129, 294.2579208762047)]"
1129,"[(1128, 294.2579208762047), (1130, 292.01111115048576)]"
1130,"[(59, 290.06324896067355), (1129, 292.01111115048576)]"
1131,"[(59, 205.94341208492807), (1132, 206.82046263223097)]"
1132,"[(1131, 206.82046263223097), (1133, 207.89806379592787)]"
1133,"[(1132, 207.89806379592787), (1134, 209.17316687804882)]"
1134,"[(1133, 209.17316687804882), (1135, 210.6422366627449)]"
1135,"[(80, 212.30129856657314), (1134, 210.6422366627449)]"
1136,"[(70, 345.47932021712813), (1137, 332.9180410288647)]"
1137,"[(1136, 332.9180410288647), (1138, 321.9841383776291)]"
1138,"[(1137, 321.9841383776291), (1139, 312.848158325717)]"
1139,"[(1138, 312.848158325717), (1140, 305.67121622219696)]"
1140,"[(153, 300.5935205755982), (1139, 305.67121622219696)]"
1141,"[(153, 203.5756602782032), (1142, 206.9579514970076)]"
1142,"[(1141, 206.9579514970076), (1143, 211.77311341011588)]"
1143,"[(1142, 211.77311341011588), (1144, 217.9261249967897)]"
1144,"[(1143, 217.9261249967897), (1145, 225.30734744004832)]"
1145,"[(141, 233.80043016156873), (1144, 225.30734744004832)]"
1146,"[(141, 165.1254379522963), (1147, 161.66454590122513)]"
1147,"[(1146, 161.66454590122513), (1148, 159.54909943520795)]"
1148,"[(1147, 159.54909943520795), (1149, 158.83285950097408)]"
1149,"[(1148, 158.83285950097408), (1150, 159.534665776771)]"
1150,"[(55, 161.63604148479018), (1149, 159.534665776771)]"
1151,"[(55, 161.51359977210046), (1152, 156.31845300132892)]"
1152,"[(1151, 156.31845300132892), (1153, 152.15213335580918)]"
1153,"[(1152, 152.15213335580918), (1154, 149.10093615348495)]"
1154,"[(1153, 149.10093615348495), (1155, 147.23423103634)]"
1155,"[(149, 146.5972999239091), (1154, 147.23423103634)]"
1156,"[(149, 218.64566327552), (1157, 224.47490369994486)]"
1157,"[(1156, 224.47490369994486), (1158, 231.09778090059302)]"
1158,"[(1157, 231.09778090059302), (1159, 238.44820946061157)]"
1159,"[(1158, 238.44820946061157), (1160, 246.46113185232693)]"
1160,"[(212, 255.07414433230855), (1159, 246.46113185232693)]"
1161,"[(212, 306.93459001290216), (1162, 301.1929547975212)]"
1162,"[(1161, 301.1929547975212), (1163, 295.782257331603)]"
1163,"[(1162, 295.782257331603), (1164, 290.72089994614106)]"
1164,"[(1163, 290.72089994614106), (1165, 286.0273566215544)]"
1165,"[(94, 281.7199442494362), (1164, 286.0273566215544)]"
1166,"[(94, 342.033926916358), (1167, 338.3229217829909)]"
1167,"[(1166, 338.3229217829909), (1168, 334.92492553986784)]"
1168,"[(1167, 334.92492553986784), (1169, 331.849424086443)]"
1169,"[(1168, 331.849424086443), (1170, 329.10533191505914)]"
1170,"[(77, 326.7008761046327), (1169, 329.10533191505914)]"
1171,"[(77, 250.27422492598234), (1172, 251.8185021958233)]"
1172,"[(1171, 251.8185021958233), (1173, 255.4318388733516)]"
1173,"[(1172, 255.4318388733516), (1174, 261.0284041461735)]"
1174,"[(1173, 261.0284041461735), (1175, 268.48428031792446)]"
1175,"[(175, 277.6497914720406), (1174, 268.48428031792446)]"
1176,"[(175, 310.9179055018303), (1177, 305.4642247178188)]"
1177,"[(1176, 305.4642247178188), (1178, 302.6404726584971)]"
1178,"[(1177, 302.6404726584971), (1179, 302.52030445457854)]"
1179,"[(1178, 302.52030445457854), (1180, 305.106916773329)]"
1180,"[(135, 310.33263638476836), (1179, 305.106916773329)]"
1181,"[(135, 217.0411937255534), (1182, 210.13635832856036)]"
1182,"[(1181, 210.13635832856036), (1183, 204.63756461123776)]"
1183,"[(1182, 204.63756461123776), (1184, 200.66039297836758)]"
1184,"[(1183, 200.66039297836758), (1185, 198.2963750418244)]"
1185,"[(21, 197.60336911336825), (1184, 198.2963750418244)]"
1186,"[(21, 278.847102742343), (1187, 282.72003266485603)]"
1187,"[(1186, 282.72003266485603), (1188, 286.95274865306874)]"
1188,"[(1187, 286.95274865306874), (1189, 291.5296487961729)]"
1189,"[(1188, 291.5296487961729), (1190, 296.4348633877175)]"
1190,"[(82, 301.6524520537322), (1189, 296.4348633877175)]"
1191,"[(82, 352.16663532769354), (1192, 343.82247044362805)]"
1192,"[(1191, 343.82247044362805), (1193, 335.9328585968671)]"
1193,"[(1192, 335.9328585968671), (1194, 328.53061326738947)]"
1194,"[(1193, 328.53061326738947), (1195, 321.6494406430414)]"
1195,"[(70, 315.3235049188182), (1194, 321.6494406430414)]"
1196,"[(168, 318.64154882408104), (1197, 307.39707942357006)]"
1197,"[(1196, 307.39707942357006), (1198, 297.80503641195816)]"
1198,"[(1197, 297.80503641195816), (1199, 290.02952596322024)]"
1199,"[(1198, 290.02952596322024), (1200, 284.2197897088817)]"
1200,"[(133, 280.498122241039), (1199, 284.2197897088817)]"
1201,"[(133, 167.5873003417092), (1202, 171.807096994078)]"
1202,"[(1201, 171.807096994078), (1203, 176.48449884740464)]"
1203,"[(1202, 176.48449884740464), (1204, 181.58415395485596)]"
1204,"[(1203, 181.58415395485596), (1205, 187.0715369044286)]"
1205,"[(144, 192.913565110293), (1204, 187.0715369044286)]"
1206,"[(144, 458.8203150525584), (1207, 443.13971013534945)]"
1207,"[(1206, 443.13971013534945), (1208, 428.5971503590889)]"
1208,"[(1207, 428.5971503590889), (1209, 415.3123013136921)]"
1209,"[(1208, 415.3123013136921), (1210, 403.4095554082393)]"
1210,"[(171, 393.0146456932461), (1209, 403.4095554082393)]"
1211,"[(171, 365.49489760235275), (1212, 374.8109381117132)]"
1212,"[(1211, 374.8109381117132), (1213, 385.8232986142486)]"
1213,"[(1212, 385.8232986142486), (1214, 398.391484786158)]"
1214,"[(1213, 398.391484786158), (1215, 412.37340003704685)]"
1215,"[(239, 427.6305120829512), (1214, 412.37340003704685)]"
1216,"[(239, 395.1451693496733), (1217, 403.75234717144986)]"
1217,"[(1216, 403.75234717144986), (1218, 413.1485313668734)]"
1218,"[(1217, 413.1485313668734), (1219, 423.28113808144184)]"
1219,"[(1218, 423.28113808144184), (1220, 434.09854674681924)]"
1220,"[(191, 445.55081440240065), (1219, 434.09854674681924)]"
1221,"[(191, 301.7141627633363), (1222, 291.11389702842877)]"
1222,"[(1221, 291.11389702842877), (1223, 281.33933088568693)]"
1223,"[(1222, 281.33933088568693), (1224, 272.47939375614925)]"
1224,"[(1223, 272.47939375614925), (1225, 264.6260329607236)]"
1225,"[(187, 257.87130165656487), (1224, 264.6260329607236)]"
1226,"[(187, 375.54566628375943), (1227, 383.4223339910437)]"
1227,"[(1226, 383.4223339910437), (1228, 393.6029324297487)]"
1228,"[(1227, 393.6029324297487), (1229, 405.9143513489445)]"
1229,"[(1228, 405.9143513489445), (1230, 420.16951428569206)]"
1230,"[(223, 436.17805766215247), (1229, 420.16951428569206)]"
1231,"[(223, 367.29307326773284), (1232, 359.51690920620814)]"
1232,"[(1231, 359.51690920620814), (1233, 352.17187514264907)]"
1233,"[(1232, 352.17187514264907), (1234, 345.28539530169587)]"
1234,"[(1233, 345.28539530169587), (1235, 338.88534216046986)]"
1235,"[(262, 332.9996871413934), (1234, 338.88534216046986)]"
1236,"[(262, 320.11370047218935), (1237, 328.3726364285997)]"
1237,"[(1236, 328.3726364285997), (1238, 338.0871228221505)]"
1238,"[(1237, 338.0871228221505), (1239, 349.1357936330128)]"
1239,"[(1238, 349.1357936330128), (1240, 361.39640168312405)]"
1240,"[(173, 374.7500999804744), (1239, 361.39640168312405)]"
1241,"[(173, 441.97486945441494), (1242, 426.081487869177)]"
1242,"[(1241, 426.081487869177), (1243, 411.5264169951668)]"
1243,"[(1242, 411.5264169951668), (1244, 398.45648587473363)]"
1244,"[(1243, 398.45648587473363), (1245, 387.022346012776)]"
1245,"[(236, 377.37289618329), (1244, 387.022346012776)]"
1246,"[(236, 396.0326322155542), (1247, 406.5474184053653)]"
1247,"[(1246, 406.5474184053653), (1248, 418.59933017426107)]"
1248,"[(1247, 418.59933017426107), (1249, 432.0598887108031)]"
1249,"[(1248, 432.0598887108031), (1250, 446.8019119329156)]"
1250,"[(45, 462.7030247985422), (1249, 446.8019119329156)]"
1251,"[(45, 254.42838256422), (1252, 250.8181208875828)]"
1252,"[(1251, 250.8181208875828), (1253, 247.45399990258682)]"
1253,"[(1252, 247.45399990258682), (1254, 244.346121538997)]"
1254,"[(1253, 244.346121538997), (1255, 241.50431587788725)]"
1255,"[(205, 238.938016108354), (1254, 241.50431587788725)]"
1256,"[(205, 160.39526793716593), (1257, 161.60991018126512)]"
1257,"[(1256, 161.60991018126512), (1258, 164.12835879211423)]"
1258,"[(1257, 164.12835879211423), (1259, 167.8919848527492)]"
1259,"[(1258, 167.8919848527492), (1260, 172.81948779149283)]"
1260,"[(243, 178.81470649881578), (1259, 172.81948779149283)]"
1261,"[(243, 253.86738025429622), (1262, 244.7230268461991)]"
1262,"[(1261, 244.7230268461991), (1263, 236.34860214338363)]"
1263,"[(1262, 236.34860214338363), (1264, 228.82869984582487)]"
1264,"[(1263, 228.82869984582487), (1265, 222.25012914155002)]"
1265,"[(152, 216.6986976159126), (1264, 222.25012914155002)]"
1266,"[(152, 192.23029982766028), (1267, 196.9045272828336)]"
1267,"[(1266, 196.9045272828336), (1268, 202.0429052458532)]"
1268,"[(1267, 202.0429052458532), (1269, 207.6109748374083)]"
1269,"[(1268, 207.6109748374083), (1270, 213.57512944062915)]"
1270,"[(86, 219.90313846505862), (1269, 213.57512944062915)]"
1271,"[(86, 137.51283835556802), (1272, 133.34568918947184)]"
1272,"[(1271, 133.34568918947184), (1273, 129.42730646326186)]"
1273,"[(1272, 129.42730646326186), (1274, 125.78094171501257)]"
1274,"[(1273, 125.78094171501257), (1275, 122.43090379020832)]"
1275,"[(24, 119.40214068053503), (1274, 122.43090379020832)]"
1276,"[(24, 130.04739338082186), (1277, 133.27943085132057)]"
1277,"[(1276, 133.27943085132057), (1278, 136.84217867436215)]"
1278,"[(1277, 136.84217867436215), (1279, 140.71052079205361)]"
1279,"[(1278, 140.71052079205361), (1280, 144.85997795447093)]"
1280,"[(147, 149.26710683133788), (1279, 144.85997795447093)]"
1281,"[(147, 124.95184920437701), (1282, 120.98706572635355)]"
1282,"[(1281, 120.98706572635355), (1283, 117.83391668945151)]"
1283,"[(1282, 117.83391668945151), (1284, 115.55887474848132)]"
1284,"[(1283, 115.55887474848132), (1285, 114.21444016293687)]"
1285,"[(102, 113.83360600890906), (1284, 114.21444016293687)]"
